"TL0_1"	"TL0_2"	"TL0_3"	"TL1_1"	"TL1_2"	"TL1_3"
"LOC107806081"	24	10	12	12	4	10
"LOC107806147"	20	250	55	37	78	143
"LOC107806309"	27	37	9	25	16	16
"LOC107806613"	69	37	49	22	41	50
"LOC107806537"	2	2	4	0	3	0
"LOC107806738"	24	53	81	27	34	111
"LOC107806872"	64	53	68	71	104	95
"LOC107806953"	82	93	119	76	66	82
"LOC107807010"	9	6	4	8	14	12
"LOC107807094"	10	2	4	0	2	7
"LOC107807162"	781	754	837	536	568	547
"LOC107807434"	0	7	0	5	0	2
"LOC107807355"	0	0	0	0	0	0
"LOC107807535"	1044	1086	1128	686	674	666
"LOC107807729"	0	1	0	0	0	0
"LOC107808148"	30	14	32	36	34	36
"LOC107808065"	0	0	2	0	0	0
"LOC107808222"	2	0	2	2	0	0
"LOC107808305"	0	0	0	0	0	0
"LOC107808454"	8728	5241	8216	7897	7590	8538
"LOC107808538"	12	14	13	13	2	4
"LOC107808628"	195	131	226	177	186	219
"LOC107808747"	187	133	149	103	127	139
"LOC107808902"	171	117	204	184	237	363
"LOC107808983"	4	6	2	0	0	0
"LOC107809061"	0	0	0	0	0	0
"LOC107809144"	2	8	9	0	4	0
"LOC107809232"	12	8	24	2	10	8
"LOC107809394"	287	263	372	180	220	203
"LOC107809646"	57	10	42	14	6	30
"LOC107809553"	16	4	10	0	2	6
"LOC107809863"	150	175	180	106	167	140
"LOC107809777"	26	43	23	15	33	22
"LOC107810080"	0	3	5	0	0	3
"LOC107810244"	5	8	4	5	2	4
"LOC107810410"	0	0	0	0	0	0
"LOC107810492"	0	0	0	0	0	0
"LOC107810745"	2756	2832	3580	2826	2813	3316
"LOC107810663"	0	0	0	0	4	0
"LOC107810898"	103	150	174	165	148	204
"LOC107810988"	2366	1686	1923	1051	982	1204
"LOC107810820"	0	0	0	0	0	0
"LOC107811064"	28	21	35	8	6	18
"LOC107811168"	286	291	294	337	246	323
"LOC107811111"	0	0	0	0	0	0
"LOC107811414"	106	108	130	79	97	126
"LOC107811329"	149	129	177	106	140	237
"LOC107811709"	54	58	78	22	34	73
"LOC107812321"	0	0	0	4	2	6
"LOC107812259"	0	0	0	0	0	0
"LOC107812600"	0	0	0	0	0	1
"LOC107812663"	0	4	0	0	0	4
"LOC107812721"	0	0	0	0	0	0
"LOC107812775"	0	0	0	0	0	0
"LOC107812863"	8	19	6	4	10	17
"LOC107812946"	2	0	0	0	2	0
"LOC107813003"	1122	1069	1240	1328	1537	1488
"LOC107813245"	2	0	2	0	0	0
"LOC107813234"	241	204	285	493	548	488
"LOC107813254"	320	262	255	227	253	236
"LOC107813265"	647	642	825	900	903	939
"LOC107813270"	0	0	0	0	0	0
"LOC107813279"	59	22	64	21	49	27
"LOC107813286"	61	22	78	20	22	55
"LOC107813297"	66	22	52	55	50	41
"LOC107813315"	240	219	385	158	153	231
"LOC107813328"	0	0	0	0	0	0
"LOC107813348"	712	823	672	336	363	415
"LOC107813339"	0	0	0	0	0	0
"TRNAP-UGG"	0	0	0	0	0	0
"LOC107813359"	596	616	582	321	295	405
"LOC107813409"	0	0	0	0	0	0
"LOC107813418"	148	163	289	110	152	212
"LOC107813433"	14	30	18	30	15	19
"LOC107813427"	2	2	5	0	0	3
"LOC107813474"	8	2	0	0	0	2
"LOC107813488"	526	620	677	225	236	324
"LOC107813455"	0	0	0	0	0	0
"LOC107813495"	109	63	123	72	90	162
"LOC107813504"	246	275	241	250	238	263
"LOC107813512"	101	97	79	28	42	63
"LOC107813517"	53	43	58	49	42	55
"LOC107813523"	526	634	701	406	495	565
"LOC107813482"	0	2	0	0	0	0
"LOC107813539"	1122	1093	1333	2518	2627	2544
"LOC107813547"	8	6	8	1	3	5
"LOC107813555"	182	192	242	205	212	304
"LOC107813566"	254	373	293	141	186	237
"LOC107813577"	34	38	26	7	4	21
"LOC107813588"	16	30	15	18	12	16
"LOC107813583"	35	64	72	41	26	63
"LOC107813594"	0	0	0	0	0	0
"LOC107813600"	53	71	74	32	43	44
"LOC107813621"	57	91	67	64	40	96
"LOC107813611"	24	47	13	6	14	3
"LOC107813626"	0	0	0	0	0	0
"LOC107813627"	0	0	0	0	0	0
"LOC107813631"	0	0	0	0	0	0
"LOC107813640"	106	96	144	120	138	174
"LOC107813649"	0	0	0	0	0	0
"LOC107813658"	10	6	16	6	11	7
"LOC107813671"	0	0	2	6	0	0
"LOC107813688"	86	101	106	53	49	43
"LOC107813697"	173	149	179	14	45	84
"LOC107813706"	14	25	35	28	17	18
"LOC107813737"	575	621	615	537	572	668
"LOC107813756"	534	509	624	425	460	497
"LOC107813763"	135	161	132	143	105	112
"LOC107813775"	8	6	0	2	2	4
"LOC107813785"	16	18	4	2	4	24
"LOC107813795"	453	535	721	325	305	407
"LOC107813804"	0	0	0	0	0	0
"LOC107813811"	6	4	14	6	4	8
"LOC107813829"	118	144	156	137	116	131
"LOC107813822"	58	49	47	28	12	18
"LOC107813848"	0	0	0	0	0	0
"LOC107813863"	0	0	0	0	0	0
"LOC107813872"	32	40	39	19	26	38
"LOC107813884"	0	0	0	0	0	0
"LOC107813894"	4297	3166	5253	3058	3507	4386
"LOC107813903"	524	410	630	517	473	506
"LOC107813933"	1255	1174	1264	707	858	978
"LOC107813920"	0	0	0	0	0	0
"LOC107813952"	495	586	555	400	349	516
"LOC107813942"	0	0	0	0	0	0
"LOC107814005"	0	0	0	0	0	0
"LOC107814033"	149	164	221	138	118	169
"LOC107814041"	248	152	269	289	237	279
"LOC107814052"	217	182	232	179	182	225
"LOC107814084"	654	625	646	434	465	442
"LOC107814067"	140	120	165	201	190	247
"LOC107814074"	0	0	0	0	0	0
"LOC107814099"	116	111	192	219	171	261
"LOC107814121"	787	793	762	804	786	790
"LOC107814134"	963	881	1095	1172	1059	1256
"LOC107814125"	6	6	6	4	2	4
"LOC107814168"	12	8	7	0	8	10
"LOC107814177"	147	98	134	100	76	147
"LOC107814187"	201	146	242	167	169	226
"LOC107814201"	10	4	26	20	8	20
"LOC107814215"	0	0	0	0	0	0
"LOC107814221"	0	0	0	0	0	0
"LOC107814228"	2995	2542	3116	3950	3894	4111
"LOC107814237"	88	82	143	95	65	72
"LOC107814252"	65	53	64	74	41	19
"LOC107814264"	24	26	16	20	34	26
"LOC107814280"	4	14	2	0	1	1
"LOC107814290"	2358	1949	2645	1980	2255	2427
"LOC107814315"	0	0	0	0	0	0
"LOC107814271"	0	0	0	0	0	0
"LOC107814317"	244	151	230	116	131	168
"LOC107814329"	58	64	49	24	26	29
"LOC107814337"	8	4	19	3	8	6
"LOC107814347"	1409	1306	1964	940	1474	1908
"LOC107814358"	1505	1410	1448	1718	1869	1935
"LOC107814374"	0	0	0	0	0	0
"LOC107814363"	0	0	0	0	0	0
"LOC107814391"	101	144	155	129	115	141
"LOC107814385"	0	0	0	0	0	0
"LOC107814395"	0	0	0	0	0	0
"LOC107814402"	122	146	115	78	82	94
"LOC107814409"	403	362	456	413	455	471
"TRNAQ-UUG"	0	0	0	0	0	0
"LOC107814429"	1677	1575	2057	1319	1332	1460
"LOC107814440"	19	36	34	8	8	2
"LOC107814445"	15	16	20	5	10	18
"LOC107814453"	10	16	20	7	4	13
"LOC107814465"	117	134	119	80	129	156
"TRNAM-CAU_2"	0	0	0	0	0	0
"LOC107814473"	347	276	366	266	329	349
"LOC107814479"	312	276	304	341	406	373
"LOC107814499"	399	338	426	213	272	362
"LOC107814492"	0	0	2	0	2	4
"LOC107814506"	0	0	0	0	0	0
"LOC107814513"	96	44	89	20	17	30
"LOC107814523"	0	0	0	0	0	0
"LOC107814549"	259	190	213	204	248	223
"LOC107814563"	817	739	845	473	518	561
"LOC107814573"	0	0	0	0	0	0
"LOC107814580"	0	0	0	0	0	0
"LOC107814599"	458	470	491	353	338	321
"LOC107814607"	0	0	0	0	0	0
"LOC107814616"	0	0	0	0	0	0
"LOC107814592"	1	0	0	0	0	0
"LOC107814623"	6	22	4	40	28	57
"LOC107814628"	83	118	134	83	74	93
"LOC107814648"	1156	1142	1351	1493	1428	1797
"LOC107814657"	2854	2736	3414	611	512	739
"LOC107814663"	0	0	0	0	0	0
"LOC107814689"	0	0	0	0	0	0
"LOC107814699"	462	424	401	282	316	316
"LOC107814705"	22	18	50	6	4	15
"LOC107814713"	206	100	413	186	262	340
"LOC107814741"	0	0	0	0	0	0
"LOC107814731"	2	3	1	2	1	0
"LOC107814749"	7	19	16	9	6	24
"LOC107814754"	13	8	11	5	2	12
"LOC107814786"	0	6	8	0	0	0
"LOC107814799"	0	0	0	0	0	0
"LOC107814768"	3515	2401	3620	8005	7375	8881
"LOC107814808"	4	2	0	2	8	0
"LOC107814776"	0	0	0	0	0	0
"LOC107814821"	4	6	6	6	2	14
"LOC107814829"	115	137	239	201	197	347
"LOC107814850"	0	0	7	0	0	2
"LOC107814855"	2656	2398	3119	1465	1616	3359
"LOC107814879"	245	400	329	317	407	411
"LOC107814885"	60	95	74	32	38	60
"LOC107814895"	0	0	2	0	2	0
"LOC107814910"	0	4	2	7	4	6
"LOC107814959"	532	352	891	295	555	251
"LOC107814969"	50	52	72	33	68	83
"LOC107814939"	95	93	100	67	71	89
"LOC107814980"	25	24	30	26	14	53
"LOC107814985"	252	218	482	7746	7072	6183
"LOC107814949"	11	17	14	31	24	58
"LOC107814994"	8	2	9	2	4	6
"LOC107815020"	77	71	70	104	86	78
"LOC107815036"	23	23	23	4	4	7
"LOC107815011"	4	9	10	8	6	4
"LOC107815050"	84	88	86	59	48	125
"LOC107815043"	0	0	0	0	0	0
"LOC107815056"	0	0	0	0	0	0
"LOC107815072"	634	564	681	443	467	549
"LOC107815105"	324	376	431	334	303	265
"LOC107815097"	0	0	0	0	0	0
"LOC107815113"	76	48	104	53	32	67
"LOC107815129"	369	407	401	236	290	402
"LOC107815147"	0	0	0	0	0	0
"LOC107815173"	110	97	145	67	47	112
"LOC107815167"	2	0	0	0	4	8
"LOC107815204"	1390	1275	1242	767	786	759
"LOC107815188"	0	0	0	0	0	0
"LOC107815226"	0	0	0	0	0	0
"LOC107815239"	342	369	408	186	198	297
"LOC107815232"	72	99	82	38	52	71
"LOC107815260"	584	405	569	465	559	392
"LOC107815249"	81	72	126	71	58	89
"LOC107815270"	162	147	116	71	74	112
"LOC107815283"	156	103	122	179	151	121
"LOC107815291"	789	767	891	671	809	1029
"LOC107815300"	327	511	577	309	531	970
"LOC107815310"	0	0	0	0	0	0
"LOC107815320"	0	0	0	0	0	0
"LOC107815327"	370	289	301	603	561	523
"LOC107815336"	229	201	249	300	325	379
"LOC107815361"	0	0	0	0	0	0
"LOC107815345"	0	0	0	0	0	0
"LOC107815371"	0	0	0	0	0	0
"LOC107815382"	5	8	2	7	5	2
"LOC107815394"	4	0	12	0	0	2
"LOC107815404"	0	0	0	0	0	0
"LOC107815411"	1242	1394	1468	1048	925	1309
"LOC107815438"	312	208	324	172	201	255
"LOC107815446"	0	0	0	0	0	0
"LOC107815453"	0	0	0	0	0	0
"LOC107815525"	13	2	10	31	38	28
"LOC107815488"	842	537	1079	434	455	792
"LOC107815498"	572	488	830	323	459	577
"LOC107815468"	26	27	24	6	12	22
"LOC107815533"	8	6	6	8	10	0
"LOC107815548"	4	2	26	0	0	0
"LOC107815577"	23	24	32	11	13	20
"LOC107815574"	158	140	164	76	82	103
"LOC107815582"	226	197	212	166	188	224
"LOC107815592"	0	0	0	0	0	0
"LOC107815602"	614	476	683	529	504	540
"LOC107815626"	665	743	796	490	557	451
"LOC107815636"	2	0	2	0	0	2
"LOC107815646"	0	0	0	0	0	0
"LOC107815655"	5	3	15	4	6	2
"LOC107815675"	0	0	0	0	0	0
"LOC107815686"	7	7	37	11	21	15
"LOC107815691"	33	10	47	12	32	40
"LOC107815699"	3419	2700	3126	2545	2412	2625
"LOC107815708"	1	4	6	4	17	13
"LOC107815713"	2475	1046	4099	525	604	396
"LOC107815722"	64	45	81	47	40	38
"LOC107815729"	118	181	144	99	121	141
"LOC107815737"	648	507	623	1346	1331	1239
"LOC107815742"	0	0	8	0	0	0
"LOC107815776"	14	34	43	6	8	21
"LOC107815766"	0	0	0	0	0	0
"LOC107815784"	0	0	0	0	0	0
"LOC107815792"	62	43	52	63	36	50
"LOC107815812"	0	0	2	0	0	0
"LOC107815818"	0	0	0	0	0	2
"LOC107815827"	335	222	353	261	260	346
"LOC107815837"	657	656	616	460	445	581
"LOC107815849"	132	83	131	45	33	47
"LOC107815859"	2	0	2	0	0	0
"LOC107815875"	188	189	141	169	148	143
"LOC107815933"	0	0	0	0	0	2
"LOC107815939"	2	0	0	0	2	0
"LOC107815948"	55	47	65	57	36	44
"LOC107815956"	0	0	0	2	0	0
"LOC107815965"	0	0	0	0	0	0
"LOC107815975"	593	579	712	529	584	615
"LOC107815979"	174	194	231	200	242	228
"LOC107815993"	54	92	59	41	50	50
"LOC107816005"	0	0	0	0	0	0
"LOC107816015"	156	136	178	48	85	89
"LOC107816023"	1721	1862	2432	1888	3155	3845
"LOC107816017"	0	0	0	0	0	0
"LOC107816029"	8	8	28	0	4	4
"LOC107816036"	243	199	200	165	174	187
"LOC107816045"	0	1	6	0	2	0
"TRNAI-AAU"	0	0	0	0	0	0
"LOC107816070"	0	0	0	0	0	0
"LOC107816079"	0	0	0	0	0	0
"LOC107816094"	2	6	4	2	0	0
"LOC107816103"	48	33	29	18	16	18
"LOC107816106"	134	159	202	135	128	196
"LOC107816115"	0	0	0	0	0	0
"LOC107816122"	2	4	6	12	6	6
"LOC107816158"	215	166	233	147	149	193
"LOC107816171"	438	478	478	553	503	561
"LOC107816148"	0	0	2	0	0	0
"LOC107816140"	0	0	4	0	0	0
"LOC107816181"	116	90	124	30	42	100
"LOC107816199"	36	22	34	16	18	36
"LOC107816232"	1224	1234	1311	714	818	957
"LOC107816241"	305	223	291	263	329	347
"TRNAT-CGU"	0	0	0	0	0	0
"LOC107816260"	0	0	0	0	0	1
"LOC107816270"	328	272	400	111	141	229
"LOC107816304"	112	66	95	32	24	39
"LOC107816276"	8	2	3	6	2	0
"LOC107816314"	0	2	0	0	0	0
"LOC107816324"	4	0	0	0	0	0
"LOC107816329"	0	0	0	0	0	0
"LOC107816344"	109	115	122	98	91	95
"LOC107816396"	54	38	53	36	65	77
"LOC107816365"	196	96	212	277	367	405
"LOC107816416"	1293	1141	1334	623	565	655
"LOC107816422"	16	4	41	12	26	23
"LOC107816428"	396	411	567	152	174	188
"LOC107816477"	140	110	168	115	120	192
"LOC107816444"	8	6	0	4	0	0
"TRNAK-UUU"	0	0	0	0	0	0
"LOC107816459"	247	184	336	255	243	335
"LOC107816486"	360	284	397	362	372	332
"LOC107816495"	84	74	63	55	47	73
"LOC107816515"	0	0	0	0	0	0
"LOC107816533"	207	174	461	116	144	291
"LOC107816543"	0	0	0	0	0	0
"LOC107816560"	66	153	119	87	142	84
"LOC107816569"	2	2	0	3	4	0
"LOC107816579"	611	510	573	511	509	686
"LOC107816597"	0	0	0	0	0	0
"LOC107816613"	0	0	0	0	0	0
"LOC107816623"	0	0	0	0	0	0
"LOC107816631"	0	0	0	4	0	0
"LOC107816641"	101	108	166	81	160	102
"LOC107816648"	8	39	6	12	8	22
"LOC107816656"	0	0	0	0	0	0
"LOC107816674"	2096	1554	1512	510	517	695
"LOC107816667"	5258	3809	4125	1343	1378	1842
"LOC107816680"	0	0	0	0	0	0
"LOC107816702"	105	104	112	165	156	231
"LOC107816708"	44	82	149	254	678	263
"LOC107816718"	205	218	243	179	210	202
"LOC107816741"	231	167	309	236	173	325
"LOC107816751"	0	0	0	0	0	0
"LOC107816782"	3	3	0	5	5	1
"TRNAI-AAU_1"	0	0	0	0	0	0
"LOC107816775"	0	0	0	0	0	0
"LOC107816804"	133	75	231	198	256	205
"LOC107816815"	111	167	142	78	93	84
"LOC107816824"	0	0	0	0	0	0
"LOC107816840"	19	20	44	23	26	42
"LOC107816833"	29	37	67	25	36	66
"LOC107816845"	0	0	0	0	0	0
"LOC107816854"	0	8	0	1	0	0
"LOC107816881"	4	2	0	0	4	0
"LOC107816888"	30	49	29	27	16	27
"LOC107816864"	0	0	0	0	0	0
"LOC107816908"	50	98	106	160	178	235
"LOC107816919"	1159	1045	1177	1686	1872	1631
"LOC107816933"	0	0	0	0	0	0
"LOC107816945"	47	54	66	49	53	113
"LOC107816958"	373	491	459	532	452	350
"LOC107816966"	148	157	183	254	364	278
"LOC107816975"	58	49	55	80	90	120
"LOC107816954"	93	83	105	97	84	56
"LOC107816981"	881	709	684	709	618	641
"LOC107816993"	16	29	22	29	29	23
"LOC107817000"	224	175	476	156	220	234
"LOC107817010"	771	787	864	647	776	1082
"LOC107817020"	6	6	8	8	10	9
"LOC107817025"	5470	6382	5688	4817	5573	4330
"LOC107817032"	159	147	175	125	100	117
"LOC107817042"	54	101	38	65	66	69
"LOC107817055"	109	137	160	106	103	98
"LOC107817064"	0	0	0	0	0	0
"LOC107817073"	23	4	14	0	9	14
"LOC107817082"	0	0	0	2	0	0
"LOC107817087"	623	594	753	258	296	397
"LOC107817098"	0	2	0	0	0	0
"LOC107817105"	111	74	137	86	127	156
"LOC107817121"	677	315	713	114	184	290
"LOC107817131"	583	445	493	506	537	668
"LOC107817138"	488	451	503	261	344	281
"LOC107817156"	433	385	512	757	890	899
"LOC107817166"	392	385	297	311	482	310
"LOC107817175"	206	267	224	160	158	162
"LOC107817195"	885	780	1396	1289	1214	1815
"LOC107817203"	2588	2253	2515	1646	1564	1626
"LOC107817222"	1	4	4	83	55	43
"LOC107817241"	3	0	0	1	0	0
"LOC107817249"	0	0	0	0	0	0
"LOC107817258"	0	0	0	0	0	0
"LOC107817266"	0	0	0	0	0	0
"LOC107817276"	12	10	10	0	0	0
"LOC107817308"	354	369	336	183	203	239
"LOC107817292"	916	825	779	266	304	345
"LOC107817340"	0	0	2	2	0	6
"LOC107817324"	1	0	0	4	0	0
"LOC107817332"	2	2	4	4	0	0
"LOC107817349"	717	613	849	494	600	691
"LOC107817361"	84	111	120	90	93	103
"LOC107817370"	20	20	34	7	3	14
"LOC107817375"	38	75	58	48	43	89
"LOC107817383"	0	2	7	2	10	6
"LOC107817394"	689	627	723	399	362	433
"LOC107817402"	1603	1373	1796	3452	3831	3887
"LOC107817411"	376	271	476	1073	910	1169
"LOC107817418"	13	12	8	6	2	5
"LOC107817433"	31	47	55	62	55	60
"LOC107817441"	2531	2428	2566	1376	1483	1646
"LOC107817456"	247	297	267	201	185	214
"LOC107817514"	2049	1872	2044	1578	1677	1806
"LOC107817527"	0	0	0	0	0	0
"LOC107817555"	117	120	150	64	106	89
"LOC107817538"	0	0	0	0	0	0
"LOC107817546"	0	0	0	0	0	4
"LOC107817563"	210	200	187	170	173	272
"LOC107817575"	18	16	10	39	99	109
"LOC107817583"	0	0	0	0	0	0
"LOC107817592"	785	887	824	265	368	406
"LOC107817624"	0	0	0	0	0	0
"LOC107817639"	336	288	452	242	234	320
"LOC107817648"	1	23	11	12	16	22
"LOC107817631"	0	0	0	0	0	0
"LOC107817659"	0	0	0	0	0	0
"LOC107817668"	0	0	0	0	0	0
"LOC107817676"	262	231	278	148	147	195
"LOC107817686"	1013	1404	1183	1424	1758	1528
"LOC107817692"	15	16	14	5	11	6
"LOC107817700"	15	21	10	10	8	7
"LOC107817715"	0	0	0	0	0	0
"TRNAP-UGG_1"	0	0	0	0	0	0
"LOC107817733"	94	128	215	204	239	267
"LOC107817774"	357	409	338	241	212	235
"LOC107817757"	7	0	0	0	0	0
"LOC107817780"	8	2	9	6	2	0
"LOC107817803"	0	0	0	2	3	4
"LOC107817796"	0	0	0	0	0	0
"LOC107817810"	217	95	289	152	216	188
"LOC107817833"	45	38	26	50	44	34
"LOC107817844"	841	576	870	545	640	647
"LOC107817854"	86	68	84	132	99	144
"LOC107817872"	47	61	65	41	35	27
"LOC107817886"	1020	842	1259	828	940	1174
"LOC107817893"	12	44	21	23	11	25
"LOC107817909"	1	8	10	8	2	0
"LOC107817918"	17	13	18	55	51	65
"LOC107817899"	58	32	113	80	101	129
"LOC107817927"	92	82	149	113	116	111
"LOC107817949"	773	702	977	523	676	641
"LOC107817958"	430	331	489	119	121	137
"LOC107817975"	461	802	856	5012	4745	4532
"LOC107817980"	0	8	0	0	0	2
"LOC107817991"	0	0	0	0	0	0
"LOC107818013"	28	33	43	8	30	93
"LOC107818005"	1198	822	1280	478	557	607
"LOC107818053"	257	239	266	189	225	276
"LOC107818049"	245	183	234	127	96	112
"LOC107818024"	0	0	0	0	0	0
"LOC107818043"	21	17	32	7	15	12
"LOC107818064"	0	0	0	0	0	0
"LOC107818072"	0	0	0	0	0	0
"LOC107818086"	12	18	4	1	4	1
"LOC107818077"	7	0	4	2	0	0
"LOC107818103"	0	0	0	0	0	0
"LOC107818115"	387	315	447	403	374	481
"LOC107818124"	712	993	854	252	300	403
"LOC107818143"	21	22	8	4	4	14
"LOC107818153"	0	0	0	0	0	0
"LOC107818161"	4	6	26	0	0	2
"LOC107818173"	0	0	0	0	0	0
"LOC107818180"	2295	1683	2616	1606	1682	1917
"LOC107818190"	0	0	0	0	0	0
"LOC107818199"	81	94	124	309	533	1457
"LOC107818213"	1031	935	1471	1584	1331	1797
"LOC107818218"	283	375	327	571	522	573
"LOC107818241"	0	2	0	0	0	0
"LOC107818249"	125	235	172	123	112	93
"LOC107818247"	211	149	340	195	198	229
"LOC107818265"	0	0	0	0	0	0
"LOC107818294"	51	52	21	18	30	29
"LOC107818285"	0	0	0	0	0	0
"LOC107818301"	539	453	490	237	201	293
"LOC107818317"	144	166	150	40	70	75
"LOC107818325"	522	471	591	340	336	461
"LOC107818338"	239	261	262	142	161	245
"LOC107818347"	43	27	57	90	101	80
"LOC107818353"	263	223	267	218	321	383
"LOC107818361"	759	667	695	545	665	717
"LOC107818371"	18	43	41	34	55	36
"LOC107818388"	29	20	22	7	4	2
"LOC107818397"	0	0	0	0	0	0
"LOC107818415"	8	18	6	16	5	8
"LOC107818433"	0	0	0	0	0	0
"LOC107818441"	5	1	4	0	0	0
"LOC107818455"	2	0	5	0	4	6
"LOC107818462"	0	2	0	0	0	0
"LOC107818470"	67	107	71	57	75	98
"LOC107818478"	11	12	30	1	6	18
"LOC107818447"	0	0	0	0	0	0
"LOC107818487"	0	0	0	0	0	0
"LOC107818496"	0	0	0	0	0	0
"LOC107818504"	9	14	31	6	26	19
"LOC107818514"	63	70	53	29	26	66
"LOC107818520"	106	96	133	257	305	212
"LOC107818532"	552	641	517	183	191	256
"LOC107818544"	33	27	45	7	17	18
"LOC107818549"	62	49	96	84	96	104
"LOC107818579"	4	14	10	31	12	18
"LOC107818595"	0	0	0	0	0	0
"LOC107818605"	0	0	0	0	0	0
"LOC107818622"	3	4	4	4	3	0
"LOC107818611"	4	7	2	2	4	4
"LOC107818629"	124	152	134	102	80	119
"LOC107818635"	2	16	12	12	15	6
"LOC107818645"	314	386	399	1953	1614	1258
"LOC107818652"	1	0	2	0	2	2
"LOC107818661"	0	0	0	0	0	0
"LOC107818677"	270	237	319	116	140	207
"LOC107818686"	83	64	80	39	43	66
"LOC107818694"	8	18	9	2	4	2
"LOC107818701"	0	0	2	0	5	6
"LOC107818713"	205	223	176	327	349	255
"LOC107818721"	244	248	282	181	349	230
"LOC107818748"	587	581	617	462	510	540
"LOC107818782"	0	0	0	0	0	1
"LOC107818772"	2	10	2	0	4	11
"LOC107818789"	0	0	0	0	0	0
"LOC107818823"	192	169	186	192	203	202
"LOC107818809"	0	0	0	0	0	0
"LOC107818831"	0	0	0	0	2	2
"LOC107818840"	720	688	662	635	636	661
"LOC107818874"	33	26	62	10	10	19
"LOC107818880"	0	0	4	2	0	4
"LOC107818888"	0	0	0	0	0	0
"LOC107818898"	12	14	19	15	32	73
"LOC107818907"	46	101	78	42	38	38
"LOC107818979"	0	3	2	0	4	4
"LOC107818992"	119	129	150	150	113	135
"LOC107819017"	0	3	3	3	2	10
"LOC107819032"	0	0	0	0	0	0
"LOC107819049"	331	375	387	168	189	219
"LOC107819040"	645	690	617	789	623	650
"LOC107819062"	310	274	298	237	209	215
"LOC107819076"	602	617	683	661	610	833
"LOC107819121"	17	26	19	20	27	21
"LOC107819137"	2	2	0	4	2	0
"LOC107819152"	0	2	2	2	8	0
"LOC107819161"	0	0	0	0	0	0
"LOC107819170"	366	293	349	257	248	207
"LOC107819180"	30	10	22	56	44	45
"LOC107819201"	65	84	77	109	123	105
"LOC107819211"	149	203	212	188	163	195
"LOC107819233"	124	139	186	152	125	153
"LOC107819260"	748	621	836	568	656	815
"LOC107819280"	0	1	2	0	0	0
"LOC107819288"	46	39	27	8	11	2
"LOC107819295"	248	279	270	194	186	175
"LOC107819314"	361	354	805	557	777	1746
"LOC107819322"	96	110	137	153	242	158
"LOC107819330"	7	4	35	0	6	0
"LOC107819367"	1326	970	1338	484	696	748
"LOC107819337"	72	24	78	16	27	38
"LOC107819349"	2	0	0	0	0	2
"LOC107819374"	48	56	48	60	34	50
"LOC107819359"	30	37	97	24	55	151
"LOC107819382"	6	10	5	6	4	12
"LOC107819392"	2	11	6	48	72	54
"LOC107819399"	381	386	317	206	204	248
"LOC107819409"	1255	1151	1320	1596	1543	1698
"TRNAM-CAU_3"	0	0	0	0	0	0
"LOC107819430"	0	0	0	0	0	0
"LOC107819453"	0	1	0	0	0	0
"LOC107819463"	203	155	203	135	174	274
"LOC107819472"	676	802	985	270	396	396
"LOC107819481"	288	278	491	96	127	379
"LOC107819490"	0	0	0	0	0	0
"LOC107819505"	397	257	384	322	346	525
"LOC107819525"	1113	897	1019	505	501	526
"LOC107819514"	62	72	76	32	60	61
"TRNAM-CAU_4"	0	0	0	0	0	0
"LOC107819538"	317	348	453	889	1193	1085
"LOC107819547"	527	486	494	610	522	623
"LOC107819558"	313	290	346	175	172	192
"LOC107819574"	0	0	0	0	0	0
"LOC107819580"	0	0	0	0	0	0
"LOC107819590"	0	0	0	0	0	0
"LOC107819598"	0	0	0	2	0	0
"LOC107819618"	0	0	0	0	2	2
"LOC107819628"	0	0	0	0	0	0
"LOC107819635"	65	67	65	76	45	61
"LOC107819642"	1151	1518	5146	1163	1742	1826
"LOC107819657"	0	0	0	0	0	0
"LOC107819649"	0	0	0	0	0	0
"LOC107819677"	13300	12098	12919	17109	17124	17789
"LOC107819664"	12	8	12	0	0	0
"LOC107819687"	1299	1176	1148	1304	1146	1356
"LOC107819701"	0	0	0	0	0	0
"LOC107819729"	1467	1732	1616	1430	1509	1575
"LOC107819711"	0	0	0	0	0	0
"LOC107819743"	373	354	358	300	319	451
"LOC107819723"	0	0	0	0	0	0
"LOC107819754"	364	441	264	176	156	237
"LOC107819782"	11	11	17	27	47	24
"LOC107819801"	838	761	963	1056	1110	1316
"TRNAQ-CUG"	0	0	0	0	0	0
"LOC107819790"	598	517	694	363	398	439
"LOC107819811"	198	235	214	128	137	159
"LOC107819834"	0	0	0	0	0	0
"LOC107819877"	323	337	356	330	456	526
"LOC107819885"	605	534	599	438	342	418
"LOC107819859"	4	0	0	5	0	3
"LOC107819892"	366	295	352	196	175	300
"LOC107819901"	160	145	158	103	179	142
"LOC107819909"	0	0	0	0	0	0
"LOC107819917"	0	0	0	0	0	0
"LOC107819922"	2	10	4	0	0	12
"LOC107819929"	8	2	12	20	11	6
"LOC107819952"	363	431	509	478	449	455
"LOC107819966"	68	33	91	42	56	105
"LOC107819957"	0	0	0	0	0	0
"LOC107819999"	262	232	353	225	251	312
"LOC107820013"	3310	2582	3637	1366	1901	2207
"LOC107820023"	1198	859	1003	468	398	750
"LOC107820033"	4	8	2	2	4	4
"LOC107820044"	0	0	0	0	0	0
"LOC107820052"	1	0	0	0	0	0
"LOC107820070"	35	59	55	100	80	116
"LOC107820076"	520	544	574	655	672	745
